pbrole	pbrolelabel	pbrolesup	varole
pbdata:kick-in-02__0	pblocalrole:causer_of_beginning	pbschema:ARG0	
pbdata:kick-in-02__0	pblocalrole:causer_of_beginning	pbschema:ARG-PAG	
pbdata:kick-in-02__1	pblocalrole:thing_beginning	pbschema:ARG1	
pbdata:kick-in-02__1	pblocalrole:thing_beginning	pbschema:ARG-PPT	
pbdata:kick-in-03__0	pblocalrole:contributor	pbschema:ARG0	
pbdata:kick-in-03__0	pblocalrole:contributor	pbschema:ARG-PAG	
pbdata:kick-in-03__1	pblocalrole:contribution	pbschema:ARG1	
pbdata:kick-in-03__1	pblocalrole:contribution	pbschema:ARG-PPT	
pbdata:kick-in-03__2	pblocalrole:given_to	pbschema:ARG2	
pbdata:kick-in-03__2	pblocalrole:given_to	pbschema:ARG-GOL	
pbdata:kick-off-04__0	pblocalrole:agent	pbschema:ARG0	
pbdata:kick-off-04__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:kick-off-04__1	pblocalrole:theme	pbschema:ARG1	
pbdata:kick-off-04__1	pblocalrole:theme	pbschema:ARG-PPT	
pbdata:kick-off-04__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:kick-off-04__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:kick-out-05__0	pblocalrole:agent	pbschema:ARG0	
pbdata:kick-out-05__1	pblocalrole:person_being_forced_to_leave	pbschema:ARG1	
pbdata:kick-out-05__2	pblocalrole:kicked_out_of_where	pbschema:ARG2	
pbdata:kickbox-05__0	pblocalrole:kickboxer	pbschema:ARG0	
pbdata:kickbox-05__0	pblocalrole:kickboxer	pbschema:ARG-PAG	
pbdata:kickbox-05__1	pblocalrole:second_fighter	pbschema:ARG1	
pbdata:kickbox-05__1	pblocalrole:second_fighter	pbschema:ARG-PPT	
pbdata:kickoff-01__0	pblocalrole:kicker	pbschema:ARG0	
pbdata:kickoff-01__0	pblocalrole:kicker	pbschema:ARG-PAG	
pbdata:kickoff-01__1	pblocalrole:thing_starting	pbschema:ARG1	
pbdata:kickoff-01__1	pblocalrole:thing_starting	pbschema:ARG-PPT	
pbdata:kickstart-01__0	pblocalrole:kick-starter	pbschema:ARG0	
pbdata:kickstart-01__0	pblocalrole:kick-starter	pbschema:ARG-PAG	
pbdata:kickstart-01__1	pblocalrole:thing_brought_to_life	pbschema:ARG1	
pbdata:kickstart-01__1	pblocalrole:thing_brought_to_life	pbschema:ARG-PPT	
pbdata:kickstart-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:kickstart-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:kid-01__0	pblocalrole:joker	pbschema:ARG0	va:Agent
pbdata:kid-01__0	pblocalrole:joker	pbschema:ARG-PAG	va:Agent
pbdata:kid-01__1	pblocalrole:hearer	pbschema:ARG1	va:Theme
pbdata:kid-01__1	pblocalrole:hearer	pbschema:ARG-GOL	va:Theme
pbdata:kid-01__2	pblocalrole:topic	pbschema:ARG2	va:Attribute
pbdata:kid-01__2	pblocalrole:topic	pbschema:ARG-PPT	va:Attribute
pbdata:kidnap-01__0	pblocalrole:kidnapper	pbschema:ARG0	va:Agent
pbdata:kidnap-01__0	pblocalrole:kidnapper	pbschema:ARG-PAG	va:Agent
pbdata:kidnap-01__1	pblocalrole:person_kidnapped	pbschema:ARG1	va:Patient
pbdata:kidnap-01__1	pblocalrole:person_kidnapped	pbschema:ARG-PPT	va:Patient
pbdata:kill-01__0	pblocalrole:killer	pbschema:ARG0	va:Agent
pbdata:kill-01__0	pblocalrole:killer	pbschema:ARG-PAG	va:Agent
pbdata:kill-01__1	pblocalrole:corpse	pbschema:ARG1	va:Patient
pbdata:kill-01__1	pblocalrole:corpse	pbschema:ARG-PPT	va:Patient
pbdata:kill-01__2	pblocalrole:instrument	pbschema:ARG2	va:Instrument
pbdata:kill-01__2	pblocalrole:instrument	pbschema:ARG-MNR	va:Instrument
pbdata:kill-03__0	pblocalrole:entity_succeeding	pbschema:ARG0	
pbdata:kill-03__0	pblocalrole:entity_succeeding	pbschema:ARG-PAG	
pbdata:kill-03__1	pblocalrole:task	pbschema:ARG1	
pbdata:kill-03__1	pblocalrole:task	pbschema:ARG-PPT	
pbdata:kill-03__2	pblocalrole:fixed__it	pbschema:ARG2	
pbdata:kill-03__2	pblocalrole:fixed__it	pbschema:ARG-PPT	
pbdata:kill-04__0	pblocalrole:time-spender	pbschema:ARG0	
pbdata:kill-04__0	pblocalrole:time-spender	pbschema:ARG-PAG	
pbdata:kill-04__1	pblocalrole:time	pbschema:ARG1	
pbdata:kill-04__1	pblocalrole:time	pbschema:ARG-PPT	
pbdata:kill-04__2	pblocalrole:activity	pbschema:ARG2	
pbdata:kill-04__2	pblocalrole:activity	pbschema:ARG-GOL	
pbdata:kill-off-02__0	pblocalrole:killer	pbschema:ARG0	
pbdata:kill-off-02__0	pblocalrole:killer	pbschema:ARG-PAG	
pbdata:kill-off-02__1	pblocalrole:corpse	pbschema:ARG1	
pbdata:kill-off-02__1	pblocalrole:corpse	pbschema:ARG-PPT	
pbdata:kill-off-02__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:kill-off-02__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:kill-two-birds-with-one-stone-05__0	pblocalrole:achiever	pbschema:ARG0	
pbdata:kill-two-birds-with-one-stone-05__1	pblocalrole:goals_achieved	pbschema:ARG1	
pbdata:kill-two-birds-with-one-stone-05__2	pblocalrole:single_action_that_achieves_goals	pbschema:ARG2	
pbdata:kind-01__0	pblocalrole:agent_of_kindness	pbschema:ARG0	
pbdata:kind-01__0	pblocalrole:agent_of_kindness	pbschema:ARG-PAG	
pbdata:kind-01__1	pblocalrole:kind_action	pbschema:ARG1	
pbdata:kind-01__1	pblocalrole:kind_action	pbschema:ARG-PPT	
pbdata:kind-01__2	pblocalrole:recipient_of_kindness	pbschema:ARG2	
pbdata:kind-01__2	pblocalrole:recipient_of_kindness	pbschema:ARG-GOL	
pbdata:kindle-01__0	pblocalrole:firestarter	pbschema:ARG0	va:Agent
pbdata:kindle-01__0	pblocalrole:firestarter	pbschema:ARG-PAG	va:Agent
pbdata:kindle-01__1	pblocalrole:fire	pbschema:ARG1	va:Patient
pbdata:kindle-01__1	pblocalrole:fire	pbschema:ARG-PPT	va:Patient
pbdata:kink-01__0	pblocalrole:causer	pbschema:ARG0	
pbdata:kink-01__0	pblocalrole:causer	pbschema:ARG-PAG	
pbdata:kink-01__1	pblocalrole:entity_kinked	pbschema:ARG1	
pbdata:kink-01__1	pblocalrole:entity_kinked	pbschema:ARG-PPT	
pbdata:kink-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:kink-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:kiss-01__0	pblocalrole:kisser	pbschema:ARG0	va:Agent
pbdata:kiss-01__0	pblocalrole:kisser	pbschema:ARG-PAG	va:Agent
pbdata:kiss-01__1	pblocalrole:kissed	pbschema:ARG1	va:Experiencer
pbdata:kiss-01__1	pblocalrole:kissed	pbschema:ARG-PPT	va:Experiencer
pbdata:kiss-01__2	pblocalrole:secondary_predication	pbschema:ARG2	va:Attribute
pbdata:kiss-01__2	pblocalrole:secondary_predication	pbschema:ARG-PRD	va:Attribute
pbdata:kitten-01__0	pblocalrole:mother	pbschema:ARG0	
pbdata:kitten-01__0	pblocalrole:mother	pbschema:ARG-PAG	
pbdata:kitten-01__1	pblocalrole:kitten	pbschema:ARG1	
pbdata:kitten-01__1	pblocalrole:kitten	pbschema:ARG-PPT	
pbdata:kiyi-01__0	pblocalrole:animal_making_the_noise	pbschema:ARG0	
pbdata:kiyi-01__0	pblocalrole:animal_making_the_noise	pbschema:ARG-PAG	
pbdata:knacker-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:knacker-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:knacker-01__1	pblocalrole:thing_becoming_worn_out	pbschema:ARG1	
pbdata:knacker-01__1	pblocalrole:thing_becoming_worn_out	pbschema:ARG-PPT	
pbdata:knead-01__0	pblocalrole:kneader	pbschema:ARG0	va:Agent
pbdata:knead-01__0	pblocalrole:kneader	pbschema:ARG-PAG	va:Agent
pbdata:knead-01__1	pblocalrole:dough	pbschema:ARG1	va:Patient
pbdata:knead-01__1	pblocalrole:dough	pbschema:ARG-VSP	va:Patient
pbdata:knead-01__2	pblocalrole:loaf	pbschema:ARG2	va:Result
pbdata:knead-01__2	pblocalrole:loaf	pbschema:ARG-PRD	va:Result
pbdata:knee-01__0	pblocalrole:hitter	pbschema:ARG0	
pbdata:knee-01__0	pblocalrole:hitter	pbschema:ARG-PAG	
pbdata:knee-01__1	pblocalrole:victim	pbschema:ARG1	
pbdata:knee-01__1	pblocalrole:victim	pbschema:ARG-PPT	
pbdata:kneel-01__0	pblocalrole:kneeler	pbschema:ARG0	va:Theme
pbdata:kneel-01__0	pblocalrole:kneeler	pbschema:ARG-PAG	va:Theme
pbdata:knell-01__1	pblocalrole:ringing_thing	pbschema:ARG1	
pbdata:knell-01__1	pblocalrole:ringing_thing	pbschema:ARG-PAG	
pbdata:knell-01__2	pblocalrole:topic	pbschema:ARG2	
pbdata:knell-01__2	pblocalrole:topic	pbschema:ARG-PPT	
pbdata:knife-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:knife-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:knife-01__1	pblocalrole:thing_knifed	pbschema:ARG1	
pbdata:knife-01__1	pblocalrole:thing_knifed	pbschema:ARG-PPT	
pbdata:knife-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:knife-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:knight-01__0	pblocalrole:knighter	pbschema:ARG0	
pbdata:knight-01__0	pblocalrole:knighter	pbschema:ARG-PAG	
pbdata:knight-01__1	pblocalrole:knighted	pbschema:ARG1	
pbdata:knight-01__1	pblocalrole:knighted	pbschema:ARG-PPT	
pbdata:knit-01__0	pblocalrole:builder	pbschema:ARG0	va:Agent
pbdata:knit-01__0	pblocalrole:builder	pbschema:ARG-PAG	va:Agent
pbdata:knit-01__1	pblocalrole:construction	pbschema:ARG1	va:Patient
pbdata:knit-01__1	pblocalrole:construction	pbschema:ARG-PRD	va:Patient
pbdata:knit-01__2	pblocalrole:material	pbschema:ARG2	va:Material
pbdata:knit-01__2	pblocalrole:material	pbschema:ARG-VSP	va:Material
pbdata:knit-01__4	pblocalrole:end_state_or_attribute_of_arg1	pbschema:ARG4	va:Product
pbdata:knit-01__4	pblocalrole:end_state_or_attribute_of_arg1	pbschema:ARG-PRD	va:Product
pbdata:knit-02__1	pblocalrole:bones	pbschema:ARG1	
pbdata:knit-02__1	pblocalrole:bones	pbschema:ARG-PPT	
pbdata:knit-03__0	pblocalrole:agent_doing_the_tying	pbschema:ARG0	va:Agent
pbdata:knit-03__0	pblocalrole:agent_doing_the_tying	pbschema:ARG-PAG	va:Agent
pbdata:knit-03__1	pblocalrole:patient	pbschema:ARG1	va:Patient
pbdata:knit-03__1	pblocalrole:patient	pbschema:ARG-PRD	va:Patient
pbdata:knock-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:knock-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:knock-01__1	pblocalrole:thing_hit	pbschema:ARG1	va:Patient
pbdata:knock-01__1	pblocalrole:thing_hit	pbschema:ARG-PPT	va:Patient
pbdata:knock-01__2	pblocalrole:instrument	pbschema:ARG2	va:Instrument
pbdata:knock-01__2	pblocalrole:instrument	pbschema:ARG-MNR	va:Instrument
pbdata:knock-04__0	pblocalrole:cutter	pbschema:ARG0	va:Agent
pbdata:knock-04__0	pblocalrole:cutter	pbschema:ARG-PAG	va:Agent
pbdata:knock-04__1	pblocalrole:thing_cut	pbschema:ARG1	va:Patient
pbdata:knock-04__1	pblocalrole:thing_cut	pbschema:ARG-PPT	va:Patient
pbdata:knock-04__2	pblocalrole:medium	pbschema:ARG2	va:Source
pbdata:knock-04__2	pblocalrole:medium	pbschema:ARG-DIR	va:Source
pbdata:knock-04__3	pblocalrole:instrument	pbschema:ARG3	va:Instrument
pbdata:knock-04__3	pblocalrole:instrument	pbschema:ARG-MNR	va:Instrument
pbdata:knock-back-07__0	pblocalrole:knocker	pbschema:ARG0	
pbdata:knock-back-07__0	pblocalrole:knocker	pbschema:ARG-PAG	
pbdata:knock-back-07__1	pblocalrole:drink	pbschema:ARG1	
pbdata:knock-back-07__1	pblocalrole:drink	pbschema:ARG-PPT	
pbdata:knock-down-02__0	pblocalrole:knocker	pbschema:ARG0	
pbdata:knock-down-02__0	pblocalrole:knocker	pbschema:ARG-PAG	
pbdata:knock-down-02__1	pblocalrole:thing_knocked_and_going_down	pbschema:ARG1	
pbdata:knock-down-02__1	pblocalrole:thing_knocked_and_going_down	pbschema:ARG-PPT	
pbdata:knock-down-02__2	pblocalrole:ext	pbschema:ARG2	
pbdata:knock-down-02__2	pblocalrole:ext	pbschema:ARG-EXT	
pbdata:knock-down-02__3	pblocalrole:start_point	pbschema:ARG3	
pbdata:knock-down-02__3	pblocalrole:start_point	pbschema:ARG-DIR	
pbdata:knock-down-02__4	pblocalrole:end_point	pbschema:ARG4	
pbdata:knock-down-02__4	pblocalrole:end_point	pbschema:ARG-GOL	
pbdata:knock-down-02__5	pblocalrole:instrument	pbschema:ARG5	
pbdata:knock-down-02__5	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:knock-in-11__0	pblocalrole:intentional_agent_of_knockin	pbschema:ARG0	
pbdata:knock-in-11__1	pblocalrole:dna	pbschema:ARG1	
pbdata:knock-in-11__2	pblocalrole:description_of_mutation	pbschema:ARG2	
pbdata:knock-in-11__3	pblocalrole:instrument	pbschema:ARG3	
pbdata:knock-off-05__0	pblocalrole:the_eliminator	pbschema:ARG0	
pbdata:knock-off-05__0	pblocalrole:the_eliminator	pbschema:ARG-PAG	
pbdata:knock-off-05__1	pblocalrole:thing_eliminated	pbschema:ARG1	
pbdata:knock-off-05__1	pblocalrole:thing_eliminated	pbschema:ARG-PPT	
pbdata:knock-off-06__0	pblocalrole:copier	pbschema:ARG0	
pbdata:knock-off-06__0	pblocalrole:copier	pbschema:ARG-PAG	
pbdata:knock-off-06__1	pblocalrole:thing_copied	pbschema:ARG1	
pbdata:knock-off-06__1	pblocalrole:thing_copied	pbschema:ARG-PPT	
pbdata:knock-out-03__0	pblocalrole:destroyer	pbschema:ARG0	
pbdata:knock-out-03__0	pblocalrole:destroyer	pbschema:ARG-PAG	
pbdata:knock-out-03__1	pblocalrole:thing_destroyed	pbschema:ARG1	
pbdata:knock-out-03__1	pblocalrole:thing_destroyed	pbschema:ARG-PPT	
pbdata:knock-out-03__2	pblocalrole:instrument_of_destruction	pbschema:ARG2	
pbdata:knock-out-03__2	pblocalrole:instrument_of_destruction	pbschema:ARG-MNR	
pbdata:knock-out-12__0	pblocalrole:intentional_agent_of_knockout	pbschema:ARG0	
pbdata:knock-out-12__1	pblocalrole:cell	pbschema:ARG1	
pbdata:knock-out-12__2	pblocalrole:location__of_mutation	pbschema:ARG2	
pbdata:knock-out-12__3	pblocalrole:instrument	pbschema:ARG3	
pbdata:knock-over-08__0	pblocalrole:robber	pbschema:ARG0	
pbdata:knock-over-08__0	pblocalrole:robber	pbschema:ARG-PAG	
pbdata:knock-over-08__1	pblocalrole:establishment_being_robbed	pbschema:ARG1	
pbdata:knock-over-08__1	pblocalrole:establishment_being_robbed	pbschema:ARG-GOL	
pbdata:knock-over-08__2	pblocalrole:the_loot	pbschema:ARG2	
pbdata:knock-over-08__2	pblocalrole:the_loot	pbschema:ARG-PPT	
pbdata:knock-up-09__0	pblocalrole:baby_daddy	pbschema:ARG0	
pbdata:knock-up-09__0	pblocalrole:baby_daddy	pbschema:ARG-PAG	
pbdata:knock-up-09__1	pblocalrole:baby_mama	pbschema:ARG1	
pbdata:knock-up-09__1	pblocalrole:baby_mama	pbschema:ARG-PPT	
pbdata:knock-up-10__0	pblocalrole:insistent_knocker	pbschema:ARG0	
pbdata:knock-up-10__0	pblocalrole:insistent_knocker	pbschema:ARG-PAG	
pbdata:knock-up-10__1	pblocalrole:entity_woken_up	pbschema:ARG1	
pbdata:knock-up-10__1	pblocalrole:entity_woken_up	pbschema:ARG-PPT	
pbdata:knockkneed-01__1	pblocalrole:entity_with_knock_knees	pbschema:ARG1	
pbdata:knockkneed-01__1	pblocalrole:entity_with_knock_knees	pbschema:ARG-PPT	
pbdata:knot-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:knot-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:knot-01__1	pblocalrole:patient	pbschema:ARG1	
pbdata:knot-01__1	pblocalrole:patient	pbschema:ARG-PPT	
pbdata:knot-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:knot-01__2	pblocalrole:instrument	pbschema:ARG-PPT	
pbdata:knot-01__3	pblocalrole:attribute_of_arg1	pbschema:ARG3	
pbdata:knot-01__3	pblocalrole:attribute_of_arg1	pbschema:ARG-PRD	
pbdata:know-01__0	pblocalrole:knower	pbschema:ARG0	va:Experiencer
pbdata:know-01__0	pblocalrole:knower	pbschema:ARG-PAG	va:Experiencer
pbdata:know-01__1	pblocalrole:fact_that_is_known	pbschema:ARG1	va:Theme
pbdata:know-01__1	pblocalrole:fact_that_is_known	pbschema:ARG-PPT	va:Theme
pbdata:know-01__2	pblocalrole:entity_that_arg1_is_known_about	pbschema:ARG2	va:Topic
pbdata:know-01__2	pblocalrole:entity_that_arg1_is_known_about	pbschema:ARG-PRD	va:Topic
pbdata:know-02__0	pblocalrole:knower	pbschema:ARG0	
pbdata:know-02__0	pblocalrole:knower	pbschema:ARG-PAG	
pbdata:know-02__1	pblocalrole:what_arg0_is_familiar_with	pbschema:ARG1	
pbdata:know-02__1	pblocalrole:what_arg0_is_familiar_with	pbschema:ARG-PPT	
pbdata:know-02__2	pblocalrole:what_arg1_is_known_as	pbschema:ARG2	
pbdata:know-02__2	pblocalrole:what_arg1_is_known_as	pbschema:ARG-PRD	
pbdata:know-02__2	pblocalrole:what_arg1_is_known_as	pbschema:ARG2	
pbdata:know-02__2	pblocalrole:what_arg1_is_known_as	pbschema:ARG-PRD	
pbdata:know-02__3	pblocalrole:what_arg1_is_known_for	pbschema:ARG3	
pbdata:know-02__3	pblocalrole:what_arg1_is_known_for	pbschema:ARG-CAU	
pbdata:know-03__0	pblocalrole:knower	pbschema:ARG0	
pbdata:know-03__0	pblocalrole:knower	pbschema:ARG-PAG	
pbdata:know-03__0	pblocalrole:knower	pbschema:ARG0	
pbdata:know-03__0	pblocalrole:knower	pbschema:ARG-PAG	
pbdata:know-03__1	pblocalrole:ability_or_skill	pbschema:ARG1	
pbdata:know-03__1	pblocalrole:ability_or_skill	pbschema:ARG-PPT	
pbdata:know-04__0	pblocalrole:knower	pbschema:ARG0	
pbdata:know-04__0	pblocalrole:knower	pbschema:ARG-PAG	
pbdata:know-04__0	pblocalrole:knower	pbschema:ARG0	
pbdata:know-04__0	pblocalrole:knower	pbschema:ARG-PAG	
pbdata:know-04__1	pblocalrole:thing_recognized	pbschema:ARG1	
pbdata:know-04__1	pblocalrole:thing_recognized	pbschema:ARG-PPT	
pbdata:know-04__2	pblocalrole:differentiated-from	pbschema:ARG2	
pbdata:know-04__2	pblocalrole:differentiated-from	pbschema:ARG-PPT	
pbdata:know-05__0	pblocalrole:knower	pbschema:ARG0	
pbdata:know-05__0	pblocalrole:knower	pbschema:ARG-PAG	
pbdata:know-05__1	pblocalrole:known	pbschema:ARG1	
pbdata:know-05__1	pblocalrole:known	pbschema:ARG-PAG	
pbdata:know-06__0	pblocalrole:you	pbschema:ARG0	
pbdata:know-06__0	pblocalrole:you	pbschema:ARG-PAG	
pbdata:kooky-01__1	pblocalrole:kook	pbschema:ARG1	
pbdata:kooky-01__1	pblocalrole:kook	pbschema:ARG-PAG	
pbdata:kosher-01__0	pblocalrole:eater_who_follows_jewish_dietary_laws	pbschema:ARG0	
pbdata:kosher-01__0	pblocalrole:eater_who_follows_jewish_dietary_laws	pbschema:ARG-PAG	
pbdata:kosher-01__1	pblocalrole:food	pbschema:ARG1	
pbdata:kosher-01__1	pblocalrole:food	pbschema:ARG-PPT	
pbdata:kosher-02__0	pblocalrole:entity_deeming_it_ok	pbschema:ARG0	
pbdata:kosher-02__0	pblocalrole:entity_deeming_it_ok	pbschema:ARG-PAG	
pbdata:kosher-02__1	pblocalrole:thing_that_is_ok	pbschema:ARG1	
pbdata:kosher-02__1	pblocalrole:thing_that_is_ok	pbschema:ARG-PPT	
pbdata:kowtow-01__0	pblocalrole:subservient_entity	pbschema:ARG0	va:Agent
pbdata:kowtow-01__0	pblocalrole:subservient_entity	pbschema:ARG-PAG	va:Agent
pbdata:kowtow-01__1	pblocalrole:entity_kowtowed_to	pbschema:ARG1	va:Patient
pbdata:kowtow-01__1	pblocalrole:entity_kowtowed_to	pbschema:ARG-PPT	va:Patient
pbdata:kvetch-01__0	pblocalrole:complainer	pbschema:ARG0	
pbdata:kvetch-01__0	pblocalrole:complainer	pbschema:ARG-PAG	
pbdata:kvetch-01__1	pblocalrole:cause	pbschema:ARG1	
pbdata:kvetch-01__1	pblocalrole:cause	pbschema:ARG-PPT	
pbdata:kvetch-01__2	pblocalrole:hearer	pbschema:ARG2	
pbdata:kvetch-01__2	pblocalrole:hearer	pbschema:ARG-GOL	
pbdata:label-01__0	pblocalrole:caller	pbschema:ARG0	va:Agent
pbdata:label-01__0	pblocalrole:caller	pbschema:ARG-PAG	va:Agent
pbdata:label-01__1	pblocalrole:item_being_labelled	pbschema:ARG1	va:Theme
pbdata:label-01__1	pblocalrole:item_being_labelled	pbschema:ARG-PPT	va:Theme
pbdata:label-01__2	pblocalrole:attribute	pbschema:ARG2	va:Result
pbdata:label-01__2	pblocalrole:attribute	pbschema:ARG-PRD	va:Result
pbdata:labile-01__1	pblocalrole:unstable_thing	pbschema:ARG1	
pbdata:labile-01__1	pblocalrole:unstable_thing	pbschema:ARG-PPT	
pbdata:labor-01__0	pblocalrole:theme	pbschema:ARG0	va:Agent
pbdata:labor-01__0	pblocalrole:theme	pbschema:ARG-PAG	va:Agent
pbdata:labor-01__1	pblocalrole:work	pbschema:ARG1	va:Theme
pbdata:labor-01__1	pblocalrole:work	pbschema:ARG-PPT	va:Theme
pbdata:labor-02__0	pblocalrole:mother	pbschema:ARG0	
pbdata:labor-02__0	pblocalrole:mother	pbschema:ARG-PAG	
pbdata:labor-03__0	pblocalrole:belaborer	pbschema:ARG0	
pbdata:labor-03__0	pblocalrole:belaborer	pbschema:ARG-PAG	
pbdata:labor-03__1	pblocalrole:point	pbschema:ARG1	
pbdata:labor-03__1	pblocalrole:point	pbschema:ARG-PPT	
pbdata:lace-01__0	pblocalrole:lacer	pbschema:ARG0	
pbdata:lace-01__0	pblocalrole:lacer	pbschema:ARG-PAG	
pbdata:lace-01__1	pblocalrole:things_connected_or_intertwined	pbschema:ARG1	
pbdata:lace-01__1	pblocalrole:things_connected_or_intertwined	pbschema:ARG-PPT	
pbdata:lace-02__0	pblocalrole:adder	pbschema:ARG0	va:Agent
pbdata:lace-02__0	pblocalrole:adder	pbschema:ARG-PAG	va:Agent
pbdata:lace-02__1	pblocalrole:thing_added_to	pbschema:ARG1	va:Destination
pbdata:lace-02__1	pblocalrole:thing_added_to	pbschema:ARG-GOL	va:Destination
pbdata:lace-02__2	pblocalrole:special_ingredient	pbschema:ARG2	va:Theme
pbdata:lace-02__2	pblocalrole:special_ingredient	pbschema:ARG-PPT	va:Theme
pbdata:lacerate-01__0	pblocalrole:causer_of_injury	pbschema:ARG0	
pbdata:lacerate-01__0	pblocalrole:causer_of_injury	pbschema:ARG-PAG	
pbdata:lacerate-01__1	pblocalrole:injured_party	pbschema:ARG1	
pbdata:lacerate-01__1	pblocalrole:injured_party	pbschema:ARG-PPT	
pbdata:lacerate-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:lacerate-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:lack-01__0	pblocalrole:possessor	pbschema:ARG0	va:Agent
pbdata:lack-01__0	pblocalrole:possessor	pbschema:ARG-PAG	va:Agent
pbdata:lack-01__0	pblocalrole:possessor	pbschema:ARG0	va:Agent
pbdata:lack-01__0	pblocalrole:possessor	pbschema:ARG-PAG	va:Agent
pbdata:lack-01__1	pblocalrole:thing_lacked	pbschema:ARG1	va:Theme
pbdata:lack-01__1	pblocalrole:thing_lacked	pbschema:ARG-PPT	va:Theme
pbdata:lacquer-01__0	pblocalrole:causer_of_coloration	pbschema:ARG0	
pbdata:lacquer-01__0	pblocalrole:causer_of_coloration	pbschema:ARG-PAG	
pbdata:lacquer-01__1	pblocalrole:thing_with_color	pbschema:ARG1	
pbdata:lacquer-01__1	pblocalrole:thing_with_color	pbschema:ARG-PPT	
pbdata:lacquer-01__2	pblocalrole:the_color_itself	pbschema:ARG2	
pbdata:lacquer-01__2	pblocalrole:the_color_itself	pbschema:ARG-PRD	
pbdata:lactate-01__0	pblocalrole:lactator	pbschema:ARG0	
pbdata:lactate-01__0	pblocalrole:lactator	pbschema:ARG-PAG	
pbdata:ladder-01__0	pblocalrole:unraveller	pbschema:ARG0	va:Agent
pbdata:ladder-01__0	pblocalrole:unraveller	pbschema:ARG-PAG	va:Agent
pbdata:ladder-01__1	pblocalrole:thing_unravelling	pbschema:ARG1	va:Patient
pbdata:ladder-01__1	pblocalrole:thing_unravelling	pbschema:ARG-PPT	va:Patient
pbdata:lade-01__0	pblocalrole:loader	pbschema:ARG0	
pbdata:lade-01__0	pblocalrole:loader	pbschema:ARG-PAG	
pbdata:lade-01__1	pblocalrole:beast_of_burden	pbschema:ARG1	
pbdata:lade-01__1	pblocalrole:beast_of_burden	pbschema:ARG-GOL	
pbdata:lade-01__2	pblocalrole:cargo	pbschema:ARG2	
pbdata:lade-01__2	pblocalrole:cargo	pbschema:ARG-PPT	
pbdata:lade-01__3	pblocalrole:instrument	pbschema:ARG3	
pbdata:lade-01__3	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:ladle-01__0	pblocalrole:causer_of_motion	pbschema:ARG0	
pbdata:ladle-01__0	pblocalrole:causer_of_motion	pbschema:ARG-PAG	
pbdata:ladle-01__1	pblocalrole:thing_moved	pbschema:ARG1	
pbdata:ladle-01__1	pblocalrole:thing_moved	pbschema:ARG-PPT	
pbdata:ladle-01__2	pblocalrole:destination	pbschema:ARG2	
pbdata:ladle-01__2	pblocalrole:destination	pbschema:ARG-GOL	
pbdata:lag-01__0	pblocalrole:entity_moving_slower	pbschema:ARG0	va:Agent
pbdata:lag-01__0	pblocalrole:entity_moving_slower	pbschema:ARG-PAG	va:Agent
pbdata:lag-01__1	pblocalrole:entity_moving_faster	pbschema:ARG1	va:Location
pbdata:lag-01__1	pblocalrole:entity_moving_faster	pbschema:ARG-PPT	va:Location
pbdata:lag-01__2	pblocalrole:margin	pbschema:ARG2	va:Extent
pbdata:lag-01__2	pblocalrole:margin	pbschema:ARG-EXT	va:Extent
pbdata:lahar-01__1	pblocalrole:pyroclastic_material	pbschema:ARG1	
pbdata:lahar-01__1	pblocalrole:pyroclastic_material	pbschema:ARG-PPT	
pbdata:lahar-01__2	pblocalrole:volume	pbschema:ARG2	
pbdata:lahar-01__2	pblocalrole:volume	pbschema:ARG-EXT	
pbdata:lahar-01__3	pblocalrole:casualties	pbschema:ARG3	
pbdata:lahar-01__3	pblocalrole:casualties	pbschema:ARG-VSP	
pbdata:lahar-01__4	pblocalrole:damages	pbschema:ARG4	
pbdata:lahar-01__4	pblocalrole:damages	pbschema:ARG-VSP	
