pbrole	pbrolelabel	pbrolesup	varole
pbdata:accord-01__1	pblocalrole:gift	pbschema:ARG-PPT	va:Theme
pbdata:accord-01__2	pblocalrole:given-to	pbschema:ARG2	va:Recipient
pbdata:accord-01__2	pblocalrole:given-to	pbschema:ARG-GOL	va:Recipient
pbdata:accord-02__0	pblocalrole:follower_of_procedure	pbschema:ARG0	
pbdata:accord-02__0	pblocalrole:follower_of_procedure	pbschema:ARG-PAG	
pbdata:accord-02__1	pblocalrole:action_done	pbschema:ARG1	
pbdata:accord-02__1	pblocalrole:action_done	pbschema:ARG-PPT	
pbdata:accord-02__2	pblocalrole:regulations	pbschema:ARG2	
pbdata:accord-02__2	pblocalrole:regulations	pbschema:ARG-COM	
pbdata:accord-03__0	pblocalrole:first_party_in_agreement	pbschema:ARG0	
pbdata:accord-03__0	pblocalrole:first_party_in_agreement	pbschema:ARG-PAG	
pbdata:accord-03__1	pblocalrole:subject_of_agreement	pbschema:ARG1	
pbdata:accord-03__1	pblocalrole:subject_of_agreement	pbschema:ARG-PPT	
pbdata:accord-03__1	pblocalrole:subject_of_promise	pbschema:ARG1	
pbdata:accord-03__1	pblocalrole:subject_of_promise	pbschema:ARG-PPT	
pbdata:accord-03__2	pblocalrole:second_party_in_agreement	pbschema:ARG2	
pbdata:accord-03__2	pblocalrole:second_party_in_agreement	pbschema:ARG-COM	
pbdata:account-01__0	pblocalrole:accounter	pbschema:ARG0	va:Agent
pbdata:account-01__0	pblocalrole:accounter	pbschema:ARG-PAG	va:Agent
pbdata:account-01__1	pblocalrole:thing_accounted_for	pbschema:ARG1	va:Patient
pbdata:account-01__1	pblocalrole:thing_accounted_for	pbschema:ARG-PPT	va:Patient
pbdata:account-01__2	pblocalrole:instrumental	pbschema:ARG2	va:Instrument
pbdata:account-01__2	pblocalrole:instrumental	pbschema:ARG-MNR	va:Instrument
pbdata:accountable-02__0	pblocalrole:perpetrator	pbschema:ARG0	
pbdata:accountable-02__0	pblocalrole:perpetrator	pbschema:ARG-PAG	
pbdata:accountable-02__1	pblocalrole:role_or_crime	pbschema:ARG1	
pbdata:accountable-02__1	pblocalrole:role_or_crime	pbschema:ARG-PPT	
pbdata:accountable-02__2	pblocalrole:judge	pbschema:ARG2	
pbdata:accountable-02__2	pblocalrole:judge	pbschema:ARG-PAG	
pbdata:accounting-03__0	pblocalrole:accountant	pbschema:ARG0	
pbdata:accounting-03__0	pblocalrole:accountant	pbschema:ARG-PAG	
pbdata:accounting-03__1	pblocalrole:money	pbschema:ARG1	
pbdata:accounting-03__1	pblocalrole:money	pbschema:ARG-PPT	
pbdata:accounting-03__2	pblocalrole:account_owner	pbschema:ARG2	
pbdata:accounting-03__2	pblocalrole:account_owner	pbschema:ARG-PPT	
pbdata:accredit-01__0	pblocalrole:entity_furnishing_credentials	pbschema:ARG0	va:Agent
pbdata:accredit-01__0	pblocalrole:entity_furnishing_credentials	pbschema:ARG-PAG	va:Agent
pbdata:accredit-01__1	pblocalrole:entity_credited	pbschema:ARG1	va:Recipient
pbdata:accredit-01__1	pblocalrole:entity_credited	pbschema:ARG-PPT	va:Recipient
pbdata:accredit-01__2	pblocalrole:attribute	pbschema:ARG2	va:Attribute
pbdata:accredit-01__2	pblocalrole:attribute	pbschema:ARG-PRD	va:Attribute
pbdata:accrete-01__0	pblocalrole:accreting_entity	pbschema:ARG0	va:Patient
pbdata:accrete-01__0	pblocalrole:accreting_entity	pbschema:ARG-PAG	va:Patient
pbdata:accrete-01__1	pblocalrole:stuff_gained	pbschema:ARG1	va:Attribute
pbdata:accrete-01__1	pblocalrole:stuff_gained	pbschema:ARG-PPT	va:Attribute
pbdata:accrue-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:accrue-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:accrue-01__1	pblocalrole:thing_gathered	pbschema:ARG1	va:Patient
pbdata:accrue-01__1	pblocalrole:thing_gathered	pbschema:ARG-PPT	va:Patient
pbdata:accumulate-01__0	pblocalrole:entity_accumulating_something	pbschema:ARG0	va:Agent
pbdata:accumulate-01__0	pblocalrole:entity_accumulating_something	pbschema:ARG-PAG	va:Agent
pbdata:accumulate-01__1	pblocalrole:thing	pbschema:ARG1	va:Theme
pbdata:accumulate-01__1	pblocalrole:thing	pbschema:ARG-PPT	va:Theme
pbdata:accumulate-01__3	pblocalrole:price	pbschema:ARG3	va:Asset
pbdata:accumulate-01__3	pblocalrole:price	pbschema:ARG-VSP	va:Asset
pbdata:accurate-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:accurate-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:accurate-01__1	pblocalrole:thing_that_is_exact	pbschema:ARG1	
pbdata:accurate-01__1	pblocalrole:thing_that_is_exact	pbschema:ARG-PPT	
pbdata:accurse-01__0	pblocalrole:speaker	pbschema:ARG0	
pbdata:accurse-01__0	pblocalrole:speaker	pbschema:ARG-PAG	
pbdata:accurse-01__1	pblocalrole:misery_or_evil	pbschema:ARG1	
pbdata:accurse-01__1	pblocalrole:misery_or_evil	pbschema:ARG-PPT	
pbdata:accurse-01__2	pblocalrole:person_or_thing_accursed	pbschema:ARG2	
pbdata:accurse-01__2	pblocalrole:person_or_thing_accursed	pbschema:ARG-PPT	
pbdata:accuse-01__0	pblocalrole:accuser	pbschema:ARG0	va:Agent
pbdata:accuse-01__0	pblocalrole:accuser	pbschema:ARG-PAG	va:Agent
pbdata:accuse-01__1	pblocalrole:accused	pbschema:ARG1	va:Theme
pbdata:accuse-01__1	pblocalrole:accused	pbschema:ARG-PPT	va:Theme
pbdata:accuse-01__2	pblocalrole:crime	pbschema:ARG2	va:Attribute
pbdata:accuse-01__2	pblocalrole:crime	pbschema:ARG-PRD	va:Attribute
pbdata:accustom-01__0	pblocalrole:cause_or_agent	pbschema:ARG0	va:Agent
pbdata:accustom-01__0	pblocalrole:cause_or_agent	pbschema:ARG-PAG	va:Agent
pbdata:accustom-01__1	pblocalrole:thing_getting_used_to_something	pbschema:ARG1	va:Experiencer
pbdata:accustom-01__1	pblocalrole:thing_getting_used_to_something	pbschema:ARG-PPT	va:Experiencer
pbdata:accustom-01__2	pblocalrole:thing_getting_used_to	pbschema:ARG2	va:Stimulus
pbdata:accustom-01__2	pblocalrole:thing_getting_used_to	pbschema:ARG-GOL	va:Stimulus
pbdata:ace-01__0	pblocalrole:acer	pbschema:ARG0	
pbdata:ace-01__0	pblocalrole:acer	pbschema:ARG-PAG	
pbdata:ace-01__1	pblocalrole:test	pbschema:ARG1	
pbdata:ace-01__1	pblocalrole:test	pbschema:ARG-PPT	
pbdata:acetify-01__0	pblocalrole:cause_of_transformation	pbschema:ARG0	
pbdata:acetify-01__0	pblocalrole:cause_of_transformation	pbschema:ARG-PAG	
pbdata:acetify-01__1	pblocalrole:entity_made_into_silica	pbschema:ARG1	
pbdata:acetify-01__1	pblocalrole:entity_made_into_silica	pbschema:ARG-PPT	
pbdata:acetify-01__2	pblocalrole:instrument_or_manner_if_separate_from_arg_0	pbschema:ARG2	
pbdata:acetify-01__2	pblocalrole:instrument_or_manner_if_separate_from_arg_0	pbschema:ARG-MNR	
pbdata:acetylate-01__0	pblocalrole:agent_of_acetylation	pbschema:ARG0	
pbdata:acetylate-01__0	pblocalrole:agent_of_acetylation	pbschema:ARG-PAG	
pbdata:acetylate-01__0	pblocalrole:agent_of_acetylation	pbschema:ARG0	
pbdata:acetylate-01__0	pblocalrole:agent_of_acetylation	pbschema:ARG-PAG	
pbdata:acetylate-01__1	pblocalrole:thing_acetylated	pbschema:ARG1	
pbdata:acetylate-01__1	pblocalrole:thing_acetylated	pbschema:ARG-PPT	
pbdata:acetylate-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:acetylate-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:acetylate-01__3	pblocalrole:product_of_acetylation	pbschema:ARG3	
pbdata:acetylate-01__3	pblocalrole:product_of_acetylation	pbschema:ARG-PRD	
pbdata:ache-01__0	pblocalrole:body_part_aching	pbschema:ARG0	va:Agent
pbdata:ache-01__0	pblocalrole:body_part_aching	pbschema:ARG-PPT	va:Agent
pbdata:achieve-01__0	pblocalrole:achiever	pbschema:ARG0	va:Agent
pbdata:achieve-01__0	pblocalrole:achiever	pbschema:ARG-PAG	va:Agent
pbdata:achieve-01__1	pblocalrole:thing_achieved	pbschema:ARG1	va:Goal
pbdata:achieve-01__1	pblocalrole:thing_achieved	pbschema:ARG-PPT	va:Goal
pbdata:acidify-01__0	pblocalrole:causer_of_acidity	pbschema:ARG0	va:Agent
pbdata:acidify-01__0	pblocalrole:causer_of_acidity	pbschema:ARG-PAG	va:Agent
pbdata:acidify-01__1	pblocalrole:thing_now_acidic	pbschema:ARG1	va:Patient
pbdata:acidify-01__1	pblocalrole:thing_now_acidic	pbschema:ARG-PPT	va:Patient
pbdata:acknowledge-01__0	pblocalrole:admitter	pbschema:ARG0	va:Agent
pbdata:acknowledge-01__0	pblocalrole:admitter	pbschema:ARG-PAG	va:Agent
pbdata:acknowledge-01__1	pblocalrole:proposition	pbschema:ARG1	va:Topic
pbdata:acknowledge-01__1	pblocalrole:proposition	pbschema:ARG-PPT	va:Topic
pbdata:acknowledge-01__2	pblocalrole:hearer	pbschema:ARG2	va:Recipient
pbdata:acknowledge-01__2	pblocalrole:hearer	pbschema:ARG-GOL	va:Recipient
pbdata:acknowledge-01__3	pblocalrole:secondary_predication	pbschema:ARG3	va:Attribute
pbdata:acknowledge-01__3	pblocalrole:secondary_predication	pbschema:ARG-PRD	va:Attribute
pbdata:acquaint-01__0	pblocalrole:rare_agent	pbschema:ARG0	va:Attribute
pbdata:acquaint-01__0	pblocalrole:rare_agent	pbschema:ARG-PAG	va:Attribute
pbdata:acquaint-01__1	pblocalrole:knower	pbschema:ARG1	va:Experiencer
pbdata:acquaint-01__1	pblocalrole:knower	pbschema:ARG-GOL	va:Experiencer
pbdata:acquaint-01__2	pblocalrole:acquaintance	pbschema:ARG2	va:Theme
pbdata:acquaint-01__2	pblocalrole:acquaintance	pbschema:ARG-PPT	va:Theme
pbdata:acquiesce-01__0	pblocalrole:acquiescer	pbschema:ARG0	va:Agent
pbdata:acquiesce-01__0	pblocalrole:acquiescer	pbschema:ARG-PAG	va:Agent
pbdata:acquiesce-01__1	pblocalrole:thing_complied_to	pbschema:ARG1	va:Theme
pbdata:acquiesce-01__1	pblocalrole:thing_complied_to	pbschema:ARG-COM	va:Theme
pbdata:acquire-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:acquire-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:acquire-01__1	pblocalrole:thing_acquired	pbschema:ARG1	va:Theme
pbdata:acquire-01__1	pblocalrole:thing_acquired	pbschema:ARG-PPT	va:Theme
pbdata:acquire-01__2	pblocalrole:seller	pbschema:ARG2	va:Source
pbdata:acquire-01__2	pblocalrole:seller	pbschema:ARG-DIR	va:Source
pbdata:acquire-01__3	pblocalrole:price_paid	pbschema:ARG3	va:Asset
pbdata:acquire-01__3	pblocalrole:price_paid	pbschema:ARG-VSP	va:Asset
pbdata:acquire-01__4	pblocalrole:benefactive	pbschema:ARG4	va:Destination
pbdata:acquire-01__4	pblocalrole:benefactive	pbschema:ARG-GOL	va:Destination
pbdata:acquit-01__0	pblocalrole:remover_of_guilt	pbschema:ARG0	va:Agent
pbdata:acquit-01__0	pblocalrole:remover_of_guilt	pbschema:ARG-CAU	va:Agent
pbdata:acquit-01__1	pblocalrole:guilty_party	pbschema:ARG1	va:Theme
pbdata:acquit-01__1	pblocalrole:guilty_party	pbschema:ARG-DIR	va:Theme
pbdata:acquit-01__2	pblocalrole:explicit_mention_of_guilt	pbschema:ARG2	va:Value
pbdata:acquit-01__2	pblocalrole:explicit_mention_of_guilt	pbschema:ARG-PPT	va:Value
pbdata:act-01__0	pblocalrole:player	pbschema:ARG0	va:Agent
pbdata:act-01__0	pblocalrole:player	pbschema:ARG-PAG	va:Agent
pbdata:act-01__1	pblocalrole:role	pbschema:ARG1	va:Attribute
pbdata:act-01__1	pblocalrole:role	pbschema:ARG-PRD	va:Attribute
pbdata:act-02__0	pblocalrole:actor	pbschema:ARG0	va:Agent
pbdata:act-02__0	pblocalrole:actor	pbschema:ARG-PAG	va:Agent
pbdata:act-02__1	pblocalrole:grounds_for_action	pbschema:ARG1	va:Patient
pbdata:act-02__1	pblocalrole:grounds_for_action	pbschema:ARG-PPT	va:Patient
pbdata:act-05__0	pblocalrole:doer	pbschema:ARG0	
pbdata:act-05__0	pblocalrole:doer	pbschema:ARG-PAG	
pbdata:act-05__1	pblocalrole:thing_done	pbschema:ARG1	
pbdata:act-05__1	pblocalrole:thing_done	pbschema:ARG-PPT	
pbdata:act-05__2	pblocalrole:type_of_act	pbschema:ARG2	
pbdata:act-05__2	pblocalrole:type_of_act	pbschema:ARG-VSP	
pbdata:act-out-03__0	pblocalrole:actor	pbschema:ARG0	
pbdata:act-out-03__0	pblocalrole:actor	pbschema:ARG-PAG	
pbdata:act-out-03__1	pblocalrole:role	pbschema:ARG1	
pbdata:act-out-03__1	pblocalrole:role	pbschema:ARG-PPT	
pbdata:act-up-04__0	pblocalrole:trouble-maker	pbschema:ARG0	
pbdata:act-up-04__0	pblocalrole:trouble-maker	pbschema:ARG-PAG	
pbdata:activate-01__0	pblocalrole:activator	pbschema:ARG0	va:Agent
pbdata:activate-01__0	pblocalrole:activator	pbschema:ARG-PAG	va:Agent
pbdata:activate-01__1	pblocalrole:thing_now_active	pbschema:ARG1	va:Patient
pbdata:activate-01__1	pblocalrole:thing_now_active	pbschema:ARG-PPT	va:Patient
pbdata:activity-06__0	pblocalrole:active_entity	pbschema:ARG0	
pbdata:activity-06__0	pblocalrole:active_entity	pbschema:ARG-PAG	
pbdata:activity-06__1	pblocalrole:activity_engaged_in	pbschema:ARG1	
pbdata:activity-06__1	pblocalrole:activity_engaged_in	pbschema:ARG-PPT	
pbdata:actual-02__1	pblocalrole:actual_thing	pbschema:ARG1	
pbdata:actual-02__1	pblocalrole:actual_thing	pbschema:ARG-PAG	
pbdata:actual-02__2	pblocalrole:what_arg1_is_an_actual_instantiation_of	pbschema:ARG2	
pbdata:actual-02__2	pblocalrole:what_arg1_is_an_actual_instantiation_of	pbschema:ARG-PPT	
pbdata:actualize-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:actualize-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:actualize-01__1	pblocalrole:thing_actualized	pbschema:ARG1	va:Result
pbdata:actualize-01__1	pblocalrole:thing_actualized	pbschema:ARG-PPT	va:Result
pbdata:actuate-01__0	pblocalrole:agent_causing_of_actuation	pbschema:ARG0	
pbdata:actuate-01__0	pblocalrole:agent_causing_of_actuation	pbschema:ARG-PAG	
pbdata:actuate-01__1	pblocalrole:entity_set_into_action_or_motion	pbschema:ARG1	
pbdata:actuate-01__1	pblocalrole:entity_set_into_action_or_motion	pbschema:ARG-PPT	
pbdata:acute-01__1	pblocalrole:acute_illness	pbschema:ARG1	
pbdata:acute-01__1	pblocalrole:acute_illness	pbschema:ARG-PPT	
pbdata:acute-01__2	pblocalrole:patient	pbschema:ARG2	
pbdata:acute-01__2	pblocalrole:patient	pbschema:ARG-LOC	
pbdata:acyanotic-01__1	pblocalrole:thing_not_characterized_by_blueness	pbschema:ARG1	
pbdata:acyanotic-01__1	pblocalrole:thing_not_characterized_by_blueness	pbschema:ARG-PAG	
pbdata:adamant-01__0	pblocalrole:entity_who_insists	pbschema:ARG0	
pbdata:adamant-01__0	pblocalrole:entity_who_insists	pbschema:ARG-PAG	
pbdata:adamant-01__1	pblocalrole:insisted_upon	pbschema:ARG1	
pbdata:adamant-01__1	pblocalrole:insisted_upon	pbschema:ARG-PPT	
pbdata:adapt-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:adapt-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:adapt-01__1	pblocalrole:thing_adapted	pbschema:ARG1	va:Patient
pbdata:adapt-01__1	pblocalrole:thing_adapted	pbschema:ARG-PPT	va:Patient
pbdata:adapt-01__2	pblocalrole:adapted_to	pbschema:ARG2	va:Goal
pbdata:adapt-01__2	pblocalrole:adapted_to	pbschema:ARG-GOL	va:Goal
pbdata:adapt-01__3	pblocalrole:adapted_from	pbschema:ARG3	va:Source
pbdata:adapt-01__3	pblocalrole:adapted_from	pbschema:ARG-DIR	va:Source
pbdata:adat-01__0	pblocalrole:doctor	pbschema:ARG0	
pbdata:adat-01__0	pblocalrole:doctor	pbschema:ARG-PAG	
pbdata:add-01__0	pblocalrole:speaker	pbschema:ARG0	va:Agent
pbdata:add-01__0	pblocalrole:speaker	pbschema:ARG-PAG	va:Agent
pbdata:add-01__1	pblocalrole:utterance	pbschema:ARG1	va:Topic
pbdata:add-01__1	pblocalrole:utterance	pbschema:ARG-PPT	va:Topic
pbdata:add-02__0	pblocalrole:adder	pbschema:ARG0	va:Agent
pbdata:add-02__0	pblocalrole:adder	pbschema:ARG-PAG	va:Agent
pbdata:add-02__1	pblocalrole:thing_being_added	pbschema:ARG1	va:Patient
pbdata:add-02__1	pblocalrole:thing_being_added	pbschema:ARG-PPT	va:Patient
pbdata:add-02__2	pblocalrole:thing_being_added_to	pbschema:ARG2	va:Co-Patient
pbdata:add-02__2	pblocalrole:thing_being_added_to	pbschema:ARG-PPT	va:Co-Patient
pbdata:add-02__3	pblocalrole:resulting_sum	pbschema:ARG3	
pbdata:add-02__3	pblocalrole:resulting_sum	pbschema:ARG-PRD	
pbdata:add-03__1	pblocalrole:logical_subject	pbschema:ARG1	va:Co-Patient
pbdata:add-03__1	pblocalrole:logical_subject	pbschema:ARG-PPT	va:Co-Patient
pbdata:add-03__1	pblocalrole:logical_subject	pbschema:ARG1	va:Co-Patient
pbdata:add-03__1	pblocalrole:logical_subject	pbschema:ARG-PPT	va:Co-Patient
pbdata:add-03__2	pblocalrole:ext	pbschema:ARG2	va:Extent
pbdata:add-03__2	pblocalrole:ext	pbschema:ARG-EXT	va:Extent
pbdata:add-03__4	pblocalrole:end_point	pbschema:ARG4	va:Result
pbdata:add-03__4	pblocalrole:end_point	pbschema:ARG-PRD	va:Result
pbdata:add-03__LOC	pblocalrole:medium		va:Patient
pbdata:add-03__m	pblocalrole:medium	pbschema:ARG-M	
pbdata:add-03__m	pblocalrole:medium	pbschema:ARG-LOC	
pbdata:add-on-05__0	pblocalrole:agent_adding_on	pbschema:ARG0	
pbdata:add-on-05__0	pblocalrole:agent_adding_on	pbschema:ARG-PAG	
pbdata:add-on-05__1	pblocalrole:thing_added	pbschema:ARG1	
pbdata:add-on-05__1	pblocalrole:thing_added	pbschema:ARG-PPT	
pbdata:add-on-05__2	pblocalrole:added_to_what	pbschema:ARG2	
pbdata:add-on-05__2	pblocalrole:added_to_what	pbschema:ARG-PPT	
pbdata:add-up-04__0	pblocalrole:agent_adding_items_up	pbschema:ARG0	
pbdata:add-up-04__0	pblocalrole:agent_adding_items_up	pbschema:ARG-PAG	
pbdata:add-up-04__1	pblocalrole:things_added	pbschema:ARG1	
pbdata:add-up-04__1	pblocalrole:things_added	pbschema:ARG-PPT	
pbdata:add-up-04__2	pblocalrole:result	pbschema:ARG2	
pbdata:add-up-04__2	pblocalrole:result	pbschema:ARG-PRD	
pbdata:addend-01__0	pblocalrole:causer_of_addition	pbschema:ARG0	
pbdata:addend-01__0	pblocalrole:causer_of_addition	pbschema:ARG-PAG	
pbdata:addend-01__1	pblocalrole:thing_changed	pbschema:ARG1	
pbdata:addend-01__1	pblocalrole:thing_changed	pbschema:ARG-PPT	
pbdata:addict-01__0	pblocalrole:causer_of_addiction	pbschema:ARG0	va:Agent
pbdata:addict-01__0	pblocalrole:causer_of_addiction	pbschema:ARG-PAG	va:Agent
pbdata:addict-01__0	pblocalrole:outside_causer_of_addiction	pbschema:ARG0	va:Agent
pbdata:addict-01__0	pblocalrole:outside_causer_of_addiction	pbschema:ARG-PAG	va:Agent
pbdata:addict-01__1	pblocalrole:addicted_entity	pbschema:ARG1	va:Patient
pbdata:addict-01__1	pblocalrole:addicted_entity	pbschema:ARG-PPT	va:Patient
pbdata:addict-01__2	pblocalrole:drug_etc	pbschema:ARG2	va:Instrument
pbdata:addict-01__2	pblocalrole:drug_etc	pbschema:ARG-VSP	va:Instrument
pbdata:addictive-02__0	pblocalrole:addictive_substance	pbschema:ARG0	
pbdata:addictive-02__0	pblocalrole:addictive_substance	pbschema:ARG-PAG	
pbdata:addictive-02__1	pblocalrole:addictive_to_whom	pbschema:ARG1	
pbdata:addictive-02__1	pblocalrole:addictive_to_whom	pbschema:ARG-PPT	
pbdata:addle-01__0	pblocalrole:agentive_cause_of_confusion	pbschema:ARG0	
pbdata:addle-01__0	pblocalrole:agentive_cause_of_confusion	pbschema:ARG-PAG	
pbdata:addle-01__1	pblocalrole:entity_experiencing_confusion	pbschema:ARG1	
pbdata:addle-01__1	pblocalrole:entity_experiencing_confusion	pbschema:ARG-PPT	
pbdata:addle-01__2	pblocalrole:confused_about_or_confused_with_what	pbschema:ARG2	
pbdata:addle-01__2	pblocalrole:confused_about_or_confused_with_what	pbschema:ARG-MNR	
pbdata:address-01__0	pblocalrole:addresser	pbschema:ARG0	va:Agent
pbdata:address-01__0	pblocalrole:addresser	pbschema:ARG-PAG	va:Agent
pbdata:address-01__1	pblocalrole:item_being_addressed	pbschema:ARG1	va:Topic
pbdata:address-01__1	pblocalrole:item_being_addressed	pbschema:ARG-GOL	va:Topic
pbdata:address-01__2	pblocalrole:hearer	pbschema:ARG2	va:Recipient
pbdata:address-01__2	pblocalrole:hearer	pbschema:ARG-PPT	va:Recipient
pbdata:address-01__3	pblocalrole:address_as	pbschema:ARG3	
pbdata:address-01__3	pblocalrole:address_as	pbschema:ARG-PRD	
pbdata:address-02__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:address-02__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:address-02__1	pblocalrole:dealing_with_what	pbschema:ARG1	va:Topic
pbdata:address-02__1	pblocalrole:dealing_with_what	pbschema:ARG-PPT	va:Topic
pbdata:address-02__2	pblocalrole:answer	pbschema:ARG2	va:Attribute
pbdata:address-02__2	pblocalrole:answer	pbschema:ARG-PRD	va:Attribute
pbdata:address-03__0	pblocalrole:talker	pbschema:ARG0	
pbdata:address-03__0	pblocalrole:talker	pbschema:ARG-PAG	
pbdata:address-03__1	pblocalrole:subject	pbschema:ARG1	
pbdata:address-03__1	pblocalrole:subject	pbschema:ARG-PPT	
pbdata:address-03__2	pblocalrole:hearer	pbschema:ARG2	
pbdata:address-03__2	pblocalrole:hearer	pbschema:ARG-GOL	
pbdata:adept-01__1	pblocalrole:skilled_entity	pbschema:ARG1	
pbdata:adept-01__1	pblocalrole:skilled_entity	pbschema:ARG-PAG	
pbdata:adept-01__2	pblocalrole:skill	pbschema:ARG2	
pbdata:adept-01__2	pblocalrole:skill	pbschema:ARG-PPT	
pbdata:adequate-01__1	pblocalrole:entity_that_is_enough	pbschema:ARG1	
pbdata:adequate-01__1	pblocalrole:entity_that_is_enough	pbschema:ARG-PPT	
pbdata:adequate-01__2	pblocalrole:enough_for	pbschema:ARG2	
pbdata:adequate-01__2	pblocalrole:enough_for	pbschema:ARG-PRD	
pbdata:adhere-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:adhere-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:adhere-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:adhere-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:adhere-01__1	pblocalrole:theme_of_adhesion	pbschema:ARG1	va:Patient
pbdata:adhere-01__1	pblocalrole:theme_of_adhesion	pbschema:ARG-PPT	va:Patient
pbdata:adhere-01__2	pblocalrole:thing_stuck_to	pbschema:ARG2	va:Destination
pbdata:adhere-01__2	pblocalrole:thing_stuck_to	pbschema:ARG-PPT	va:Destination
pbdata:adhere-02__0	pblocalrole:follower	pbschema:ARG0	va:Agent
pbdata:adhere-02__0	pblocalrole:follower	pbschema:ARG-PAG	va:Agent
pbdata:adhere-02__1	pblocalrole:policy	pbschema:ARG1	va:Beneficiary
pbdata:adhere-02__1	pblocalrole:policy	pbschema:ARG-PPT	va:Beneficiary
pbdata:adhese-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:adhese-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:adhese-01__1	pblocalrole:theme_of_adhesion	pbschema:ARG1	
pbdata:adhese-01__1	pblocalrole:theme_of_adhesion	pbschema:ARG-PPT	
pbdata:adhese-01__2	pblocalrole:stuck_to	pbschema:ARG2	
pbdata:adhese-01__2	pblocalrole:stuck_to	pbschema:ARG-LOC	
pbdata:adipose-01__1	pblocalrole:adipose_entity	pbschema:ARG1	
pbdata:adipose-01__1	pblocalrole:adipose_entity	pbschema:ARG-PPT	
pbdata:adjacent-01__1	pblocalrole:first_neighboring_enity	pbschema:ARG1	
pbdata:adjacent-01__1	pblocalrole:first_neighboring_enity	pbschema:ARG-PAG	
pbdata:adjacent-01__2	pblocalrole:second_neighboring_entity	pbschema:ARG2	
pbdata:adjacent-01__2	pblocalrole:second_neighboring_entity	pbschema:ARG-PPT	
pbdata:adjoin-01__1	pblocalrole:thing	pbschema:ARG1	
pbdata:adjoin-01__1	pblocalrole:thing	pbschema:ARG-PPT	
pbdata:adjoin-01__1	pblocalrole:thing	pbschema:ARG1	
pbdata:adjoin-01__1	pblocalrole:thing	pbschema:ARG-PPT	
pbdata:adjoin-01__2	pblocalrole:second_thing	pbschema:ARG2	
pbdata:adjoin-01__2	pblocalrole:second_thing	pbschema:ARG-PPT	
pbdata:adjourn-01__0	pblocalrole:closer	pbschema:ARG0	va:Agent
pbdata:adjourn-01__0	pblocalrole:closer	pbschema:ARG-PAG	va:Agent
pbdata:adjourn-01__1	pblocalrole:thing_closed	pbschema:ARG1	va:Theme
pbdata:adjourn-01__1	pblocalrole:thing_closed	pbschema:ARG-PPT	va:Theme
pbdata:adjourn-02__0	pblocalrole:entity_in_motion	pbschema:ARG0	
