pbframe	pbframelabel	pbrole	fnframe	vaframe
pbrs:warm-01	(cause to) become warm	pblr:warm-01.thing-becoming-warm		va:0436f
pbrs:warm-01	(cause to) become warm	pblr:warm-01.cause-of-warmth		va:0436f
pbrs:warm-03	become receptive to	pblr:warm-03.to-what		va:0337f
pbrs:warm-03	become receptive to	pblr:warm-03.entity-becoming-receptive		va:0337f
pbrs:warm-06	be socially welcoming, nice	pblr:warm-06.target-of-warm-behavior		
pbrs:warm-06	be socially welcoming, nice	pblr:warm-06.warm-behavior		
pbrs:warm-06	be socially welcoming, nice	pblr:warm-06.agent-of-warm-behavior		
pbrs:warm-07	(become) comfortably above average temperature	pblr:warm-07.causer-of-warmth		
pbrs:warm-07	(become) comfortably above average temperature	pblr:warm-07.warm-thing		
pbrs:warm-over-04	warm slightly	pblr:warm-over-04.thing-becoming-warm		
pbrs:warm-over-04	warm slightly	pblr:warm-over-04.causer-of-warming		
pbrs:warm-up-02	(cause to) become warm	pblr:warm-up-02.cause-of-warmth		
pbrs:warm-up-02	(cause to) become warm	pblr:warm-up-02.thing-becoming-warm		
pbrs:warm-up-05	warm-up: become receptive to	pblr:warm-up-05.to-what		
pbrs:warm-up-05	warm-up: become receptive to	pblr:warm-up-05.entity-becoming-receptive		
pbrs:warmonger-01	agitate for war	pblr:warmonger-01.agitator		
pbrs:warn-01	give a warning	pblr:warn-01.warning		va:0318f
pbrs:warn-01	give a warning	pblr:warn-01.entity-giving-warning		va:0318f
pbrs:warn-01	give a warning	pblr:warn-01.entity-getting-warning		va:0318f
pbrs:warp-01	bend out of shape	pblr:warp-01.agent		va:0554f
pbrs:warp-01	bend out of shape	pblr:warp-01.object-being-bent		va:0554f
pbrs:warrant-01	call for, require, justify	pblr:warrant-01.requirer		va:0425f
pbrs:warrant-01	call for, require, justify	pblr:warrant-01.thing-required		va:0425f
pbrs:wash-01	(cause to) become clean	pblr:wash-01.washing-liquid		va:0155f
pbrs:wash-01	(cause to) become clean	pblr:wash-01.source		va:0155f
pbrs:wash-01	(cause to) become clean	pblr:wash-01.thing-being-washed		va:0155f
pbrs:wash-01	(cause to) become clean	pblr:wash-01.end-state-of-arg1		va:0155f
pbrs:wash-01	(cause to) become clean	pblr:wash-01.agent-of-washing		va:0155f
pbrs:wash-02	cut it, be adequate	pblr:wash-02.inadequate-thing		va:0104f
pbrs:wash-down-04	using liquid to swallow something	pblr:wash-down-04.thing-being-swallowed		
pbrs:wash-down-04	using liquid to swallow something	pblr:wash-down-04.liquid-enabling-swallowing		
pbrs:wash-down-04	using liquid to swallow something	pblr:wash-down-04.agent-of-swallowing		
pbrs:wash-down-05	kinda like 'hose down'	pblr:wash-down-05.soap		
pbrs:wash-down-05	kinda like 'hose down'	pblr:wash-down-05.formerly-dirty-thing		
pbrs:wash-down-05	kinda like 'hose down'	pblr:wash-down-05.washer		
pbrs:wash-up-03	arrive on unknown shore, reach land from water	pblr:wash-up-03.thing-arriving-on-land-from-water		
pbrs:wash-up-06	make become clean, completive	pblr:wash-up-06.thing-becoming-clean		
pbrs:wash-up-06	make become clean, completive	pblr:wash-up-06.washer		
pbrs:wash-up-06	make become clean, completive	pblr:wash-up-06.washing-liquid		
pbrs:wash-up-06	make become clean, completive	pblr:wash-up-06.dirt-removed		
pbrs:waste-01	destroy, use up needlessly, needless use	pblr:waste-01.instrument-of-wasting		va:0133f
pbrs:waste-01	destroy, use up needlessly, needless use	pblr:waste-01.destroyer		va:0133f
pbrs:waste-01	destroy, use up needlessly, needless use	pblr:waste-01.thing-wasted		va:0133f
pbrs:wasted-03	drunk	pblr:wasted-03.alcoholic		
pbrs:wasted-03	drunk	pblr:wasted-03.alcohol		
pbrs:wasteful-02	destroy, use up needlessly	pblr:wasteful-02.destroyer		
pbrs:wasteful-02	destroy, use up needlessly	pblr:wasteful-02.instrument-of-wasting		
pbrs:wasteful-02	destroy, use up needlessly	pblr:wasteful-02.thing-wasted		
pbrs:watch-01	look at, observe	pblr:watch-01.thing-looked-at		va:0521f
pbrs:watch-01	look at, observe	pblr:watch-01.observer		va:0521f
pbrs:watch-03	guard, be on the lookout	pblr:watch-03.guarded-against		va:0285f
pbrs:watch-03	guard, be on the lookout	pblr:watch-03.guardian		va:0285f
pbrs:watch-03	guard, be on the lookout	pblr:watch-03.entity-being-guarded		va:0285f
pbrs:watch-out-02	erwarten sich	pblr:watch-out-02.watcher-out		
pbrs:watch-out-02	erwarten sich	pblr:watch-out-02.thing-watched-out-for		
pbrs:watch-over-03		pblr:watch-over-03.guardian		
pbrs:watch-over-03		pblr:watch-over-03.entity-being-guarded		
pbrs:water-01	to make wet	pblr:water-01.entity-watered		va:0142f
pbrs:water-01	to make wet	pblr:water-01.provider-of-water		va:0142f
pbrs:water-04	produce tears	pblr:water-04.entity-producing-tears		
pbrs:water-down-02	to reduce the strength or effectiveness of	pblr:water-down-02.cause-of-lesser-strength		
pbrs:water-down-02	to reduce the strength or effectiveness of	pblr:water-down-02.entity-watered-down		
pbrs:waterboard-01	torture by simulated drowning	pblr:waterboard-01.victim		
pbrs:waterboard-01	torture by simulated drowning	pblr:waterboard-01.toturer		
pbrs:waterboard-01	torture by simulated drowning	pblr:waterboard-01.liquid-of-torture-used		
pbrs:watery-03	permeated with water	pblr:watery-03.entity-full-of-water		
pbrs:watery-03	permeated with water	pblr:watery-03.watery-entity		
pbrs:wave-01	to signal (a person) or move back and forth, cause  waving movement	pblr:wave-01.agent		va:0346f
pbrs:wave-01	to signal (a person) or move back and forth, cause  waving movement	pblr:wave-01.entity-moving		va:0346f
pbrs:wave-01	to signal (a person) or move back and forth, cause  waving movement	pblr:wave-01.person-waved-at		va:0346f
pbrs:wave-02	give directions via waving	pblr:wave-02.waver		va:0346f
pbrs:wave-02	give directions via waving	pblr:wave-02.receiver-of-directions		va:0346f
pbrs:wave-02	give directions via waving	pblr:wave-02.directions		va:0346f
pbrs:wave-03	natural disaster: tidal wave	pblr:wave-03.death-toll		
pbrs:wave-03	natural disaster: tidal wave	pblr:wave-03.damages		
pbrs:wave-03	natural disaster: tidal wave	pblr:wave-03.run-up		
pbrs:wave-03	natural disaster: tidal wave	pblr:wave-03.period-length-of-the-wave		
pbrs:wave-03	natural disaster: tidal wave	pblr:wave-03.water-surging		
pbrs:wave-04	movement (literally or as in an increase of a specific phenomenon)	pblr:wave-04.attribute-of-arg-1		
pbrs:wave-04	movement (literally or as in an increase of a specific phenomenon)	pblr:wave-04.theme		
pbrs:wave-04	movement (literally or as in an increase of a specific phenomenon)	pblr:wave-04.cause-of-movement		
pbrs:waver-01	go back and forth, not make up one's mind	pblr:waver-01.topic		va:0175f
pbrs:waver-01	go back and forth, not make up one's mind	pblr:waver-01.undecided-entity		va:0175f
pbrs:wax-01	apply wax to	pblr:wax-01.agent		va:0249f
pbrs:wax-01	apply wax to	pblr:wax-01.thing-waxed		va:0249f
pbrs:wax-01	apply wax to	pblr:wax-01.explicit-mention-of-wax		va:0249f
pbrs:wax-02	grow	pblr:wax-02.thing-growing		
pbrs:wax-03	become	pblr:wax-03.topic		va:0016f
pbrs:wax-03	become	pblr:wax-03.description		va:0016f
pbrs:way-01	progress; make one's way; route	pblr:way-01.entity-making-progress		
pbrs:way-01	progress; make one's way; route	pblr:way-01.path		
pbrs:way-02	manner, course of action	pblr:way-02.entity-having-a-manner-of-doing		
pbrs:way-02	manner, course of action	pblr:way-02.doing-what		
pbrs:way-05		pblr:way-05.the-number		
pbrs:way-05		pblr:way-05.thing-split-some-number-of-ways		
pbrs:wdwn-01	well developed, well nourished	pblr:wdwn-01.well-nourished-entity		
pbrs:weak-02	lacking skill, intensity	pblr:weak-02.unskilled-entity		
pbrs:weak-02	lacking skill, intensity	pblr:weak-02.skill		
pbrs:weaken-01	make or become weaker, making or becoming weaker	pblr:weaken-01.thing-weakening		va:0445f
pbrs:weaken-01	make or become weaker, making or becoming weaker	pblr:weaken-01.ext		va:0445f
pbrs:weaken-01	make or become weaker, making or becoming weaker	pblr:weaken-01.causal-agent		va:0445f
pbrs:weaken-01	make or become weaker, making or becoming weaker	pblr:weaken-01.end-point		va:0445f
pbrs:weaken-01	make or become weaker, making or becoming weaker	pblr:weaken-01.start-point		va:0445f
pbrs:wealthy-01	rich	pblr:wealthy-01.entity-having-wealth		
pbrs:wealthy-01	rich	pblr:wealthy-01.wealth		
pbrs:wean-01	cause to be no longer dependent on	pblr:wean-01.causer		va:0239f
pbrs:wean-01	cause to be no longer dependent on	pblr:wean-01.newly-independent-entity		va:0239f
pbrs:wean-01	cause to be no longer dependent on	pblr:wean-01.former-dependency		va:0239f
pbrs:weaponize-01	provide with weapon component	pblr:weaponize-01.mad-military-scientist		va:0629f
pbrs:weaponize-01	provide with weapon component	pblr:weaponize-01.end-state		va:0629f
pbrs:weaponize-01	provide with weapon component	pblr:weaponize-01.thing-turning-into-a-weapon		va:0629f
pbrs:wear-01	not be naked	pblr:wear-01.clothing		va:0553f
pbrs:wear-01	not be naked	pblr:wear-01.wearer		va:0553f
pbrs:wear-06	erode, diminish something over time	pblr:wear-06.cause-of-erosion		va:0241f
pbrs:wear-06	erode, diminish something over time	pblr:wear-06.source-location		va:0241f
pbrs:wear-06	erode, diminish something over time	pblr:wear-06.thing-eroded		va:0241f
pbrs:wear-down-05	tire, exhaust	pblr:wear-down-05.experiencer		
pbrs:wear-down-05	tire, exhaust	pblr:wear-down-05.cause		
pbrs:wear-heart-on-sleave-07		pblr:wear-heart-on-sleave-07.source-or-topic-of-feeling		
pbrs:wear-heart-on-sleave-07		pblr:wear-heart-on-sleave-07.person-revealing-feelings		
pbrs:wear-off-02	erode	pblr:wear-off-02.thing-disappearing		
pbrs:wear-off-02	erode	pblr:wear-off-02.causer-of-erosion		
pbrs:wear-on-04	last, painfully	pblr:wear-on-04.thing-lasting-too-long		
pbrs:wear-out-03	degrade completely	pblr:wear-out-03.causer-of-wear		
pbrs:wear-out-03	degrade completely	pblr:wear-out-03.thing-worn-out		
pbrs:weary-01	(make) become tired	pblr:weary-01.tired-entity		va:0044f
pbrs:weary-01	(make) become tired	pblr:weary-01.causer-of-tiredness		va:0044f
pbrs:weary-01	(make) become tired	pblr:weary-01.instrment-or-manner-if-separate-from-arg-0		va:0044f
pbrs:weary-02	prepositional usage	pblr:weary-02.tired-entity		
pbrs:weary-02	prepositional usage	pblr:weary-02.cause-of-weariness		
pbrs:weasel-out-01	weasel out	pblr:weasel-out-01.weaseled-from		
pbrs:weasel-out-01	weasel out	pblr:weasel-out-01.thing-weaseled-out		
pbrs:weasel-out-01	weasel out	pblr:weasel-out-01.agent		
pbrs:weather-01	live through rocky situation,   survive	pblr:weather-01.survivor		va:0486f
pbrs:weather-01	live through rocky situation,   survive	pblr:weather-01.situation		va:0486f
pbrs:weather-02		pblr:weather-02.agent		
pbrs:weather-02		pblr:weather-02.thing-breaking-down		
pbrs:weave-01	to interlace as if by weaving, create by weaving	pblr:weave-01.weaver		va:0563f
pbrs:weave-01	to interlace as if by weaving, create by weaving	pblr:weave-01.product		va:0563f
pbrs:weave-01	to interlace as if by weaving, create by weaving	pblr:weave-01.entity-woven		va:0563f
pbrs:weave-02	to move in a circular course	pblr:weave-02.entity-moving		va:0175f
pbrs:weave-02	to move in a circular course	pblr:weave-02.path		va:0175f
pbrs:wed-01	cause to be closely affiliated, performance of a marriage (includes metaphorical usages)	pblr:wed-01.causer		va:0217f
pbrs:wed-01	cause to be closely affiliated, performance of a marriage (includes metaphorical usages)	pblr:wed-01.one-half		va:0217f
pbrs:wed-01	cause to be closely affiliated, performance of a marriage (includes metaphorical usages)	pblr:wed-01.other-half		va:0217f
pbrs:wedge-01	to squeeze or stick	pblr:wedge-01.entity-wedged		va:0469f
pbrs:wedge-01	to squeeze or stick	pblr:wedge-01.wedged-into		va:0469f
pbrs:wedge-01	to squeeze or stick	pblr:wedge-01.wedger		va:0469f
pbrs:weed-01	remove	pblr:weed-01.location-the-weeds-are-removed-from		
pbrs:weed-01	remove	pblr:weed-01.weed		
pbrs:weed-01	remove	pblr:weed-01.weeder		
pbrs:weekend-01	weekend	pblr:weekend-01.weekender		
pbrs:weekend-01	weekend	pblr:weekend-01.location-of-weekend-vacation		
pbrs:weep-01	to cry, crying	pblr:weep-01.tears		va:0140f
pbrs:weep-01	to cry, crying	pblr:weep-01.weeper		va:0140f
pbrs:weep-02	to ooze, secrete, oozing	pblr:weep-02.oozer		
pbrs:weep-02	to ooze, secrete, oozing	pblr:weep-02.fluid-oozed		
pbrs:weigh-01	determine the weight	pblr:weigh-01.yardstick		va:0364f
pbrs:weigh-01	determine the weight	pblr:weigh-01.thing-measured		va:0364f
pbrs:weigh-01	determine the weight	pblr:weigh-01.measurer		va:0364f
pbrs:weigh-01	determine the weight	pblr:weigh-01.measurement		va:0364f
pbrs:weigh-02	press heavily upon	pblr:weigh-02.pressed		va:0450f
pbrs:weigh-02	press heavily upon	pblr:weigh-02.presser		va:0450f
pbrs:weigh-04	compare x and y, consider carefully	pblr:weigh-04.y		va:0196f
pbrs:weigh-04	compare x and y, consider carefully	pblr:weigh-04.x		va:0196f
pbrs:weigh-04	compare x and y, consider carefully	pblr:weigh-04.agent		va:0196f
pbrs:weigh-in-03	enter, contribute to discussion	pblr:weigh-in-03.entry		
pbrs:weigh-in-03	enter, contribute to discussion	pblr:weigh-in-03.contributor		
pbrs:weight-01	to present with a bias	pblr:weight-01.entity-weighted		va:0438f
pbrs:weight-01	to present with a bias	pblr:weight-01.attribute		va:0438f
pbrs:weight-01	to present with a bias	pblr:weight-01.presenter-of-bias		va:0438f
pbrs:weightbear-01	hold, support weight	pblr:weightbear-01.thing-held		
pbrs:weightbear-01	hold, support weight	pblr:weightbear-01.holder		
pbrs:weird-01	strange	pblr:weird-01.weird-thing		
pbrs:welcome-01	greet, accept, happily permitted	pblr:welcome-01.welcomed-to		va:0025f
pbrs:welcome-01	greet, accept, happily permitted	pblr:welcome-01.thing-welcomed		va:0025f
pbrs:welcome-01	greet, accept, happily permitted	pblr:welcome-01.welcomer		va:0025f
pbrs:weld-01	to join (metals) by applying heat	pblr:weld-01.thing-welded		va:0580f
pbrs:weld-01	to join (metals) by applying heat	pblr:weld-01.joiner		va:0580f
pbrs:well-05	not as ill as before	pblr:well-05.malady-that-is-lessening		
pbrs:well-05	not as ill as before	pblr:well-05.one-increasing-in-health		
pbrs:well-09	positive state, resulting favorably (incl. 'wellbeing')	pblr:well-09.entity-in-a-positive-state		
pbrs:well-12	gather, pool up (non-phrasal version of 'well_up')	pblr:well-12.source		
pbrs:well-12	gather, pool up (non-phrasal version of 'well_up')	pblr:well-12.liquidy-thing		
pbrs:well-12	gather, pool up (non-phrasal version of 'well_up')	pblr:well-12.location-of-gathering		
pbrs:well-off-06	in fortunate circumstances (non-financial)	pblr:well-off-06.situation-that-allows-arg1-to-be-more-fortunate		
pbrs:well-off-06	in fortunate circumstances (non-financial)	pblr:well-off-06.more-fortunate-one		
pbrs:well-off-10	rich, wealthy	pblr:well-off-10.wealthy-one		
pbrs:well-up-13	well_up: gather	pblr:well-up-13.liquidy-thing		
pbrs:well-up-13	well_up: gather	pblr:well-up-13.source		
pbrs:well-up-13	well_up: gather	pblr:well-up-13.location-of-gathering		
pbrs:welter-01	be immersed in, wallow	pblr:welter-01.location		
pbrs:welter-01	be immersed in, wallow	pblr:welter-01.entity-immersed		
pbrs:western-02	relating to cultures that originated in Europe	pblr:western-02.entity-identified-as-western		
pbrs:western-03	relating to the old American west	pblr:western-03.entity-identified-as-of-the-old-west		
pbrs:westernize-01	make more western (new world), make more western (European-based cultures)	pblr:westernize-01.patient		
pbrs:westernize-01	make more western (new world), make more western (European-based cultures)	pblr:westernize-01.agent		
pbrs:wet-01	cause to be wet	pblr:wet-01.liquid		va:0142f
pbrs:wet-01	cause to be wet	pblr:wet-01.now-wet-thing		va:0142f
pbrs:wet-01	cause to be wet	pblr:wet-01.cause		va:0142f
pbrs:whack-01	hit	pblr:whack-01.thing-hit		va:0092f
pbrs:whack-01	hit	pblr:whack-01.agent		va:0092f
pbrs:whack-01	hit	pblr:whack-01.instrument		va:0092f
pbrs:whack-off-02	remove	pblr:whack-off-02.removed-from		
pbrs:whack-off-02	remove	pblr:whack-off-02.entity-removing		
pbrs:whack-off-02	remove	pblr:whack-off-02.thing-being-removed		
pbrs:whale-01	to hunt or fish for whale	pblr:whale-01.beneficiary		
pbrs:whale-01	to hunt or fish for whale	pblr:whale-01.entity-gathered		
pbrs:whale-01	to hunt or fish for whale	pblr:whale-01.gathered-into		
pbrs:whale-01	to hunt or fish for whale	pblr:whale-01.agent-or-causer		
pbrs:whang-01	beat or attack with force	pblr:whang-01.instrument		
pbrs:whang-01	beat or attack with force	pblr:whang-01.attacker		
pbrs:whang-01	beat or attack with force	pblr:whang-01.thing-hit-or-attacked		
pbrs:wharf-01	shore up a river bank	pblr:wharf-01.the-shore		
pbrs:wharf-01	shore up a river bank	pblr:wharf-01.agent		
pbrs:wharf-01	shore up a river bank	pblr:wharf-01.wharf-structure-or-materials		
pbrs:wharf-02	leave at a wharf	pblr:wharf-02.the-goods		
pbrs:wharf-02	leave at a wharf	pblr:wharf-02.the-wharf-itself		
pbrs:wharf-02	leave at a wharf	pblr:wharf-02.agent		
pbrs:wharf-03	dock at a wharf	pblr:wharf-03.location		
pbrs:wharf-03	dock at a wharf	pblr:wharf-03.the-ship		
pbrs:wharf-03	dock at a wharf	pblr:wharf-03.the-crew		
pbrs:whatsapp-01	use the WhatsApp to message	pblr:whatsapp-01.text-sender		
pbrs:whatsapp-01	use the WhatsApp to message	pblr:whatsapp-01.subject-matter-of-text		
pbrs:whatsapp-01	use the WhatsApp to message	pblr:whatsapp-01.message		
pbrs:whatsapp-01	use the WhatsApp to message	pblr:whatsapp-01.recipient		
pbrs:wheedle-01	coax	pblr:wheedle-01.source-of-requested-object		
pbrs:wheedle-01	coax	pblr:wheedle-01.coaxer		
pbrs:wheedle-01	coax	pblr:wheedle-01.request		
pbrs:wheel-01	move something on wheels	pblr:wheel-01.thing-on-wheels		va:0003f
pbrs:wheel-01	move something on wheels	pblr:wheel-01.causer-of-motion		va:0003f
pbrs:wheelspin-01	spin the wheels	pblr:wheelspin-01.entity-run-over		
pbrs:wheelspin-01	spin the wheels	pblr:wheelspin-01.agent		
pbrs:wheelspin-01	spin the wheels	pblr:wheelspin-01.thing-wheelspun		
pbrs:wheeze-01	speak while short of breath	pblr:wheeze-01.hearer		
pbrs:wheeze-01	speak while short of breath	pblr:wheeze-01.utterance		
pbrs:wheeze-01	speak while short of breath	pblr:wheeze-01.speaker		
pbrs:wheeze-02	breathe with difficulty	pblr:wheeze-02.breather		va:0535f
pbrs:whelk-01	to catch whelk (the marine snail)	pblr:whelk-01.entity-gathered		
pbrs:whelk-01	to catch whelk (the marine snail)	pblr:whelk-01.beneficiary		
pbrs:whelk-01	to catch whelk (the marine snail)	pblr:whelk-01.gathered-into		
pbrs:whelk-01	to catch whelk (the marine snail)	pblr:whelk-01.agent-or-causer		
pbrs:whelp-01	whelp	pblr:whelp-01.whelper		
pbrs:whelp-01	whelp	pblr:whelp-01.thing-whelped		
pbrs:whiff-01	smell by inhaling through the nose	pblr:whiff-01.the-scent		
pbrs:whiff-01	smell by inhaling through the nose	pblr:whiff-01.the-air-carrying-the-scent		
pbrs:whiff-01	smell by inhaling through the nose	pblr:whiff-01.entity-doing-the-sniffing		
pbrs:whiff-02	carry on/as a puff of air	pblr:whiff-02.direction		
pbrs:whiff-02	carry on/as a puff of air	pblr:whiff-02.the-wind		
pbrs:whiff-02	carry on/as a puff of air	pblr:whiff-02.thing-being-carried-on-the-wind		
pbrs:whiff-03	swing at and miss the third pitch, striking out	pblr:whiff-03.causal-agent		
pbrs:whiff-03	swing at and miss the third pitch, striking out	pblr:whiff-03.entity-swinging-and-missing		
pbrs:whiff-03	swing at and miss the third pitch, striking out	pblr:whiff-03.thing-attempted		
pbrs:whiff-04	smoke recreationally, as a pipe	pblr:whiff-04.smoker		
pbrs:whiff-04	smoke recreationally, as a pipe	pblr:whiff-04.cigar		
pbrs:whiff-05	exhale a puff of air, possibly as an utterance	pblr:whiff-05.agent		
pbrs:whiff-05	exhale a puff of air, possibly as an utterance	pblr:whiff-05.exhaled-puff-of-air		
pbrs:whiff-06	extinguish	pblr:whiff-06.the-flame		
pbrs:whiff-06	extinguish	pblr:whiff-06.entity-snuffing-out-the-flame		
pbrs:while-away-01	spend time in a leisurely manner	pblr:while-away-01.bider		
pbrs:while-away-01	spend time in a leisurely manner	pblr:while-away-01.activity		
pbrs:while-away-01	spend time in a leisurely manner	pblr:while-away-01.unit-of-time		
pbrs:whimper-01	to cry with low, plaintive sounds	pblr:whimper-01.whimper-er		
pbrs:whine-01	emit high-pitched continuous sound	pblr:whine-01.subject-matter-of-the-whining		va:0240f
pbrs:whine-01	emit high-pitched continuous sound	pblr:whine-01.hearer		va:0240f
pbrs:whine-01	emit high-pitched continuous sound	pblr:whine-01.the-whine-itself		va:0240f
pbrs:whine-01	emit high-pitched continuous sound	pblr:whine-01.whiner		va:0240f
pbrs:whinny-01	the characteristic sound of a horse; neigh	pblr:whinny-01.whinny-er		
pbrs:whip-01	change of state by repeated striking or rapid movement	pblr:whip-01.end-state		va:0092f
pbrs:whip-01	change of state by repeated striking or rapid movement	pblr:whip-01.entity-whipped		va:0092f
pbrs:whip-01	change of state by repeated striking or rapid movement	pblr:whip-01.causer		va:0092f
pbrs:whip-out-02	to take quickly	pblr:whip-out-02.causer		
pbrs:whip-out-02	to take quickly	pblr:whip-out-02.entity-whipped		
pbrs:whip-up-03	to excite	pblr:whip-up-03.entity-whipped		
pbrs:whip-up-03	to excite	pblr:whip-up-03.causer		
pbrs:whipple-01		pblr:whipple-01.removed-from		
pbrs:whipple-01		pblr:whipple-01.remover		
pbrs:whipple-01		pblr:whipple-01.removed		
pbrs:whipsaw-01	move back and forth violently?	pblr:whipsaw-01.thing-moved		va:0030f
pbrs:whipsaw-01	move back and forth violently?	pblr:whipsaw-01.mover		va:0030f
pbrs:whir-01	make a soft swishing sound	pblr:whir-01.emitter-of-sound		va:0240f
pbrs:whirl-01	move in a circle or spiral, quickly	pblr:whirl-01.axis		
pbrs:whirl-01	move in a circle or spiral, quickly	pblr:whirl-01.thing-in-motion		
pbrs:whirl-02	natural disaster: tornado (usually fire)	pblr:whirl-02.diameter		
pbrs:whirl-02	natural disaster: tornado (usually fire)	pblr:whirl-02.additional-mention-of-fire		
pbrs:whirl-02	natural disaster: tornado (usually fire)	pblr:whirl-02.death-toll		
pbrs:whirl-02	natural disaster: tornado (usually fire)	pblr:whirl-02.rating		
pbrs:whirl-02	natural disaster: tornado (usually fire)	pblr:whirl-02.damages		
pbrs:whirl-02	natural disaster: tornado (usually fire)	pblr:whirl-02.wind-speed		
pbrs:whish-01	whish	pblr:whish-01.thing-whishing		
pbrs:whisk-01	to move or cause to move	pblr:whisk-01.entity-moving		va:0394f
pbrs:whisk-01	to move or cause to move	pblr:whisk-01.location-moving-from		va:0394f
pbrs:whisk-01	to move or cause to move	pblr:whisk-01.causer		va:0394f
pbrs:whisper-01	speak quietly	pblr:whisper-01.speaker		va:0009f
pbrs:whisper-01	speak quietly	pblr:whisper-01.hearer		va:0009f
pbrs:whisper-01	speak quietly	pblr:whisper-01.utterance		va:0009f
pbrs:whistle-01	make a   whistling noise	pblr:whistle-01.hearer		va:0240f
pbrs:whistle-01	make a   whistling noise	pblr:whistle-01.maker-of-noise		va:0240f
pbrs:whistle-01	make a   whistling noise	pblr:whistle-01.noise-itself		va:0240f
pbrs:whistleblow-01	blow the whistle on; alert the authorities or public of wrongdoing	pblr:whistleblow-01.action-reported		
pbrs:whistleblow-01	blow the whistle on; alert the authorities or public of wrongdoing	pblr:whistleblow-01.perpetrator-reported		
pbrs:whistleblow-01	blow the whistle on; alert the authorities or public of wrongdoing	pblr:whistleblow-01.authorities-alerted		
pbrs:whistleblow-01	blow the whistle on; alert the authorities or public of wrongdoing	pblr:whistleblow-01.whistleblower		
pbrs:white-02	of an ethnic background featuring light skin	pblr:white-02.entity-identifying-as-white		
pbrs:white-03	the color white	pblr:white-03.thing-that-is-white-in-color		
pbrs:white-03	the color white	pblr:white-03.specific-part-of-arg1		
pbrs:whiten-01	(cause to) become (more) white	pblr:whiten-01.patient		va:0442f
pbrs:whiten-01	(cause to) become (more) white	pblr:whiten-01.agent		va:0442f
pbrs:whitetan-01	the color white-tan	pblr:whitetan-01.white-tan-colored-thing		
pbrs:whitewash-01	paint with whitewash	pblr:whitewash-01.thing-painted		
pbrs:whitewash-01	paint with whitewash	pblr:whitewash-01.painter		
pbrs:whitewash-01	paint with whitewash	pblr:whitewash-01.the-whitewash		
pbrs:whitewash-02	exonerate, perhaps in a shady way, 	pblr:whitewash-02.crimes		
pbrs:whitewash-02	exonerate, perhaps in a shady way, 	pblr:whitewash-02.entity-being-exonerated		
pbrs:whitewash-02	exonerate, perhaps in a shady way, 	pblr:whitewash-02.agent-or-organization-doing-the-whitewashing		
pbrs:whitewash-03	cover up a misdemeanor, fault, or error	pblr:whitewash-03.entity-doing-the-covering-up		
pbrs:whitewash-03	cover up a misdemeanor, fault, or error	pblr:whitewash-03.thing-being-covered-up		
pbrs:whittle-01	create by remove wood	pblr:whittle-01.builder		va:0458f
pbrs:whittle-01	create by remove wood	pblr:whittle-01.end-state		va:0458f
pbrs:whittle-01	create by remove wood	pblr:whittle-01.construction		va:0458f
pbrs:whittle-01	create by remove wood	pblr:whittle-01.material		va:0458f
pbrs:whittle-down-02	make smaller gradually	pblr:whittle-down-02.agent-of-making-smaller		
pbrs:whittle-down-02	make smaller gradually	pblr:whittle-down-02.ext		
pbrs:whittle-down-02	make smaller gradually	pblr:whittle-down-02.start-point		
pbrs:whittle-down-02	make smaller gradually	pblr:whittle-down-02.end-point		
pbrs:whittle-down-02	make smaller gradually	pblr:whittle-down-02.thing-getting-smaller		
pbrs:whiz-01	whiz	pblr:whiz-01.ext		
pbrs:whiz-01	whiz	pblr:whiz-01.thing-whizzed-past		
pbrs:whiz-01	whiz	pblr:whiz-01.end-point		
pbrs:whiz-01	whiz	pblr:whiz-01.start-point		
pbrs:whiz-01	whiz	pblr:whiz-01.entity-moving		
pbrs:whiz-away-03	waste	pblr:whiz-away-03.what-arg1-is-wasted-on		
pbrs:whiz-away-03	waste	pblr:whiz-away-03.waster		
pbrs:whiz-away-03	waste	pblr:whiz-away-03.thing-wasted		
pbrs:wholesale-01	sell at wholesale, sell in large bulk or quantity	pblr:wholesale-01.price-paid		va:0229f
pbrs:wholesale-01	sell at wholesale, sell in large bulk or quantity	pblr:wholesale-01.thing-sold		va:0229f
pbrs:wholesale-01	sell at wholesale, sell in large bulk or quantity	pblr:wholesale-01.benefactive		va:0229f
pbrs:wholesale-01	sell at wholesale, sell in large bulk or quantity	pblr:wholesale-01.buyer		va:0229f
pbrs:wholesale-01	sell at wholesale, sell in large bulk or quantity	pblr:wholesale-01.seller		va:0229f
pbrs:whoop-01	mode of speaking, making a 'whoop' sound	pblr:whoop-01.utterance		va:0340f
pbrs:whoop-01	mode of speaking, making a 'whoop' sound	pblr:whoop-01.speaker		va:0340f
pbrs:whoop-01	mode of speaking, making a 'whoop' sound	pblr:whoop-01.listener		va:0340f
pbrs:whooping-02	beating	pblr:whooping-02.entity-hit		
pbrs:whooping-02	beating	pblr:whooping-02.agent		
pbrs:whooping-02	beating	pblr:whooping-02.instrument		
pbrs:whoosh-01	moving with a whooshing noise	pblr:whoosh-01.agent-of-noise-making		
pbrs:whoosh-01	moving with a whooshing noise	pblr:whoosh-01.thing-actually-in-motion		
pbrs:whoosh-01	moving with a whooshing noise	pblr:whoosh-01.path		
